step,epoch,loss,grad_norm,learning_rate,eval_mit-movie,eval_mit-restaurant,eval_crossner_ai,eval_crossner_literature,eval_crossner_music,eval_crossner_politics,eval_crossner_science,eval_average,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,total_pflos,train_loss
840,0.205,0.0254,0.056666482239961624,4.439953917493832e-05,,,,,,,,,,,,,,,,,
850,0.208,0.0284,0.0692482516169548,4.4477574687202815e-05,,,,,,,,,,,,,,,,,
860,0.21,0.0245,0.05839133635163307,4.4554697482485085e-05,,,,,,,,,,,,,,,,,
870,0.213,0.0285,0.08079136908054352,4.463092866478141e-05,,,,,,,,,,,,,,,,,
880,0.215,0.0262,0.07016853988170624,4.4706288614490416e-05,,,,,,,,,,,,,,,,,
890,0.218,0.0272,0.06603033095598221,4.4780797021119853e-05,,,,,,,,,,,,,,,,,
900,0.22,0.0243,0.05925687775015831,4.485447291416601e-05,,,,,,,,,,,,,,,,,
910,0.222,0.0264,0.06885133683681488,4.492733469228707e-05,,,,,,,,,,,,,,,,,
920,0.225,0.025,0.0679364874958992,4.499940015088206e-05,,,,,,,,,,,,,,,,,
930,0.227,0.0259,0.08950593322515488,4.5070686508179094e-05,,,,,,,,,,,,,,,,,
940,0.23,0.024,0.05191758647561073,4.514121042992837e-05,,,,,,,,,,,,,,,,,
950,0.232,0.0241,0.07182062417268753,4.521098805278855e-05,,,,,,,,,,,,,,,,,
960,0.235,0.0252,0.0779736340045929,4.528003500648875e-05,,,,,,,,,,,,,,,,,
970,0.237,0.0259,0.06712354719638824,4.5348366434842085e-05,,,,,,,,,,,,,,,,,
980,0.24,0.0248,0.09469631314277649,4.54159970156816e-05,,,,,,,,,,,,,,,,,
990,0.242,0.0254,0.07766736298799515,4.548294097978415e-05,,,,,,,,,,,,,,,,,
1000,0.244,0.0245,0.06157007813453674,4.554921212884325e-05,,,,,,,,,,,,,,,,,
1010,0.247,0.0245,0.07071196287870407,4.561482385254779e-05,,,,,,,,,,,,,,,,,
1020,0.249,0.0255,0.052352819591760635,4.567978914481928e-05,,,,,,,,,,,,,,,,,
1030,0.252,0.0248,0.07851973921060562,4.5744120619257097e-05,,,,,,,,,,,,,,,,,
1040,0.254,0.0246,0.07286337018013,4.580783052383749e-05,,,,,,,,,,,,,,,,,
1050,0.257,0.0239,0.06733261048793793,4.587093075490929e-05,,,,,,,,,,,,,,,,,
1060,0.259,0.0231,0.0643019899725914,4.593343287052624e-05,,,,,,,,,,,,,,,,,
1070,0.262,0.0246,0.05783965438604355,4.599534810315339e-05,,,,,,,,,,,,,,,,,
1080,0.264,0.0268,0.10804854333400726,4.605668737178248e-05,,,,,,,,,,,,,,,,,
1090,0.267,0.0232,0.07687986642122269,4.611746129348898e-05,,,,,,,,,,,,,,,,,
1100,0.269,0.0241,0.07804785668849945,4.617768019446139e-05,,,,,,,,,,,,,,,,,
1110,0.271,0.023,0.06276657432317734,4.6237354120531426e-05,,,,,,,,,,,,,,,,,
1120,0.274,0.0239,0.062248941510915756,4.6296492847232025e-05,,,,,,,,,,,,,,,,,
1130,0.276,0.0247,0.0666843056678772,4.6355105889408284e-05,,,,,,,,,,,,,,,,,
1140,0.279,0.0241,0.06436809152364731,4.6413202510405015e-05,,,,,,,,,,,,,,,,,
1150,0.281,0.025,0.07523065060377121,4.647079173085303e-05,,,,,,,,,,,,,,,,,
1160,0.284,0.0239,0.07958796620368958,4.6527882337075124e-05,,,,,,,,,,,,,,,,,
1170,0.286,0.0226,0.0726354718208313,4.658448288913123e-05,,,,,,,,,,,,,,,,,
1180,0.289,0.0219,0.062457289546728134,4.664060172852118e-05,,,,,,,,,,,,,,,,,
1190,0.291,0.0218,0.05824245139956474,4.669624698556256e-05,,,,,,,,,,,,,,,,,
1200,0.293,0.0215,0.053701769560575485,4.675142658645972e-05,,,,,,,,,,,,,,,,,
1210,0.296,0.0211,0.06920725107192993,4.680614826007953e-05,,,,,,,,,,,,,,,,,
1220,0.298,0.0235,0.060370225459337234,4.6860419544448284e-05,,,,,,,,,,,,,,,,,
1230,0.301,0.0206,0.05543156713247299,4.6914247792983396e-05,,,,,,,,,,,,,,,,,
1240,0.303,0.0221,0.07326601445674896,4.696764018047281e-05,,,,,,,,,,,,,,,,,
1250,0.306,0.0238,0.07937656342983246,4.702060370881422e-05,,,,,,,,,,,,,,,,,
1260,0.308,0.0219,0.0635635182261467,4.707314521252576e-05,,,,,,,,,,,,,,,,,
1270,0.311,0.0212,0.07476425170898438,4.712527136403863e-05,,,,,,,,,,,,,,,,,
1280,0.313,0.0218,0.05428004637360573,4.7176988678782456e-05,,,,,,,,,,,,,,,,,
1290,0.315,0.0218,0.06996006518602371,4.722830352007253e-05,,,,,,,,,,,,,,,,,
1300,0.318,0.0217,0.06525136530399323,4.727922210380846e-05,,,,,,,,,,,,,,,,,
1310,0.32,0.0212,0.0649261623620987,4.732975050299282e-05,,,,,,,,,,,,,,,,,
1320,0.323,0.0214,0.06801315397024155,4.737989465207785e-05,,,,,,,,,,,,,,,,,
1330,0.325,0.0224,0.052913349121809006,4.74296603511483e-05,,,,,,,,,,,,,,,,,
1340,0.328,0.0202,0.058367934077978134,4.747905326994741e-05,,,,,,,,,,,,,,,,,
1350,0.33,0.0217,0.06931789219379425,4.752807895175345e-05,,,,,,,,,,,,,,,,,
1360,0.333,0.0226,0.07527568936347961,4.757674281711298e-05,,,,,,,,,,,,,,,,,
1370,0.335,0.0209,0.058220237493515015,4.7625050167437565e-05,,,,,,,,,,,,,,,,,
1380,0.337,0.0216,0.054609380662441254,4.767300618846949e-05,,,,,,,,,,,,,,,,,
1390,0.34,0.0201,0.06558740884065628,4.772061595362256e-05,,,,,,,,,,,,,,,,,
1400,0.342,0.0203,0.0588497593998909,4.7767884427203e-05,,,,,,,,,,,,,,,,,
1410,0.345,0.0212,0.056180670857429504,4.781481646751581e-05,,,,,,,,,,,,,,,,,
1420,0.347,0.0221,0.06904434412717819,4.786141682986132e-05,,,,,,,,,,,,,,,,,
1430,0.35,0.0199,0.09747432172298431,4.79076901694266e-05,,,,,,,,,,,,,,,,,
1440,0.352,0.0203,0.046707622706890106,4.7953641044076186e-05,,,,,,,,,,,,,,,,,
1450,0.355,0.0217,0.06206445023417473,4.7999273917046095e-05,,,,,,,,,,,,,,,,,
1460,0.357,0.0201,0.07185626775026321,4.804459315954542e-05,,,,,,,,,,,,,,,,,
1470,0.359,0.0206,0.04921481013298035,4.808960305326904e-05,,,,,,,,,,,,,,,,,
1480,0.362,0.021,0.06152937561273575,4.813430779282514e-05,,,,,,,,,,,,,,,,,
1490,0.364,0.0216,0.061249904334545135,4.8178711488081076e-05,,,,,,,,,,,,,,,,,
1500,0.367,0.0205,0.04546326398849487,4.8222818166430696e-05,,,,,,,,,,,,,,,,,
1510,0.369,0.0199,0.04600285366177559,4.826663177498638e-05,,,,,,,,,,,,,,,,,
1520,0.372,0.0223,0.05673878639936447,4.831015618269873e-05,,,,,,,,,,,,,,,,,
1530,0.374,0.0199,0.05766598507761955,4.835339518240672e-05,,,,,,,,,,,,,,,,,
1540,0.377,0.0204,0.08279900252819061,4.839635249282114e-05,,,,,,,,,,,,,,,,,
1550,0.379,0.0204,0.05889054387807846,4.8439031760443784e-05,,,,,,,,,,,,,,,,,
1560,0.381,0.0207,0.07275588065385818,4.848143656142493e-05,,,,,,,,,,,,,,,,,
1570,0.384,0.0196,0.05520618334412575,4.852357040336154e-05,,,,,,,,,,,,,,,,,
1580,0.386,0.0208,0.05403510481119156,4.8565436727038275e-05,,,,,,,,,,,,,,,,,
1590,0.389,0.0219,0.06802074611186981,4.860703890811368e-05,,,,,,,,,,,,,,,,,
1600,0.391,0.0227,0.07288806140422821,4.8648380258753426e-05,,,,,,,,,,,,,,,,,
1610,0.394,0.0199,0.07530933618545532,4.868946402921278e-05,,,,,,,,,,,,,,,,,
1620,0.396,0.0208,0.04811159893870354,4.8730293409369916e-05,,,,,,,,,,,,,,,,,
1630,0.399,0.0223,0.06686793267726898,4.8770871530212245e-05,,,,,,,,,,,,,,,,,
1640,0.401,0.0193,0.06551621109247208,4.881120146527711e-05,,,,,,,,,,,,,,,,,
1650,0.403,0.0211,0.07546570152044296,4.885128623204883e-05,,,,,,,,,,,,,,,,,
1660,0.406,0.0206,0.049733344465494156,4.889112879331345e-05,,,,,,,,,,,,,,,,,
1670,0.408,0.0193,0.05353368818759918,4.893073205847281e-05,,,,,,,,,,,,,,,,,
1680,0.411,0.0208,0.06001855060458183,4.897009888481947e-05,,,,,,,,,,,,,,,,,
1690,0.413,0.0198,0.05012213811278343,4.900923207877368e-05,,,,,,,,,,,,,,,,,
1700,0.416,0.021,0.0659976601600647,4.904813439708396e-05,,,,,,,,,,,,,,,,,
1710,0.418,0.0196,0.07280035316944122,4.908680854799245e-05,,,,,,,,,,,,,,,,,
1720,0.421,0.0195,0.059865280985832214,4.9125257192366235e-05,,,,,,,,,,,,,,,,,
1730,0.423,0.0199,0.051821283996105194,4.916348294479592e-05,,,,,,,,,,,,,,,,,
1740,0.425,0.0196,0.05257489159703255,4.920148837466256e-05,,,,,,,,,,,,,,,,,
1750,0.428,0.0194,0.05154353752732277,4.923927600717397e-05,,,,,,,,,,,,,,,,,
1760,0.43,0.0188,0.04512684792280197,4.9276848324371566e-05,,,,,,,,,,,,,,,,,
1770,0.433,0.0183,0.04540358483791351,4.9314207766108614e-05,,,,,,,,,,,,,,,,,
1780,0.435,0.0205,0.05697131156921387,4.9351356731001e-05,,,,,,,,,,,,,,,,,
1790,0.438,0.02,0.056016597896814346,4.93882975773513e-05,,,,,,,,,,,,,,,,,
1800,0.44,0.0196,0.05289408937096596,4.942503262404716e-05,,,,,,,,,,,,,,,,,
1810,0.443,0.0193,0.05218646675348282,4.9461564151434755e-05,,,,,,,,,,,,,,,,,
1820,0.445,0.0198,0.043329205363988876,4.949789440216821e-05,,,,,,,,,,,,,,,,,
1830,0.447,0.0195,0.06275178492069244,4.953402558203572e-05,,,,,,,,,,,,,,,,,
1840,0.45,0.0187,0.05736655741930008,4.95699598607632e-05,,,,,,,,,,,,,,,,,
1850,0.452,0.0196,0.0645940825343132,4.960569937279611e-05,,,,,,,,,,,,,,,,,
1860,0.455,0.0198,0.05736227706074715,4.9641246218060244e-05,,,,,,,,,,,,,,,,,
1870,0.457,0.0175,0.04754297435283661,4.9676602462702105e-05,,,,,,,,,,,,,,,,,
1880,0.46,0.0181,0.055398061871528625,4.971177013980952e-05,,,,,,,,,,,,,,,,,
1890,0.462,0.0204,0.08889137953519821,4.97467512501132e-05,,,,,,,,,,,,,,,,,
1900,0.465,0.0187,0.04627794772386551,4.97815477626697e-05,,,,,,,,,,,,,,,,,
1910,0.467,0.0203,0.06106169521808624,4.981616161552654e-05,,,,,,,,,,,,,,,,,
1920,0.469,0.0191,0.049497976899147034,4.98505947163699e-05,,,,,,,,,,,,,,,,,
1930,0.472,0.0177,0.04833906516432762,4.98848489431555e-05,,,,,,,,,,,,,,,,,
1940,0.474,0.0188,0.04580379277467728,4.9918926144723235e-05,,,,,,,,,,,,,,,,,
1950,0.477,0.0177,0.050424207001924515,4.9952828141395905e-05,,,,,,,,,,,,,,,,,
1960,0.479,0.0183,0.10890993475914001,4.9986556725562744e-05,,,,,,,,,,,,,,,,,
1970,0.482,0.0196,0.06549501419067383,5e-05,,,,,,,,,,,,,,,,,
1980,0.484,0.0184,0.06261973828077316,5e-05,,,,,,,,,,,,,,,,,
1990,0.487,0.0177,0.04128587990999222,5e-05,,,,,,,,,,,,,,,,,
2000,0.489,0.0181,0.054920684546232224,5e-05,,,,,,,,,,,,,,,,,
2010,0.491,0.0186,0.06174016371369362,5e-05,,,,,,,,,,,,,,,,,
2020,0.494,0.0188,0.062365952879190445,5e-05,,,,,,,,,,,,,,,,,
2030,0.496,0.0189,0.08577952533960342,5e-05,,,,,,,,,,,,,,,,,
2040,0.499,0.0205,0.052431654185056686,5e-05,,,,,,,,,,,,,,,,,
2045,0.5,,,,0.20512820508222823,0.18483412317914805,0.4270109234852966,0.4586092714731063,0.5216413715069961,0.4718232043701033,0.4978601996648017,0.39527247125166864,135.4695,22.883,0.185,,,,,,
2050,0.501,0.0183,0.08439783751964569,5e-05,,,,,,,,,,,,,,,,,
2060,0.504,0.0193,0.05174489691853523,5e-05,,,,,,,,,,,,,,,,,
2070,0.506,0.018,0.05821618065237999,5e-05,,,,,,,,,,,,,,,,,
2080,0.509,0.0175,0.05731651559472084,5e-05,,,,,,,,,,,,,,,,,
2090,0.511,0.0184,0.07783643156290054,5e-05,,,,,,,,,,,,,,,,,
2100,0.513,0.0184,0.05354567617177963,5e-05,,,,,,,,,,,,,,,,,
2110,0.516,0.0184,0.05385322868824005,5e-05,,,,,,,,,,,,,,,,,
2120,0.518,0.0182,0.06453238427639008,5e-05,,,,,,,,,,,,,,,,,
2130,0.521,0.0192,0.041171230375766754,5e-05,,,,,,,,,,,,,,,,,
2140,0.523,0.0184,0.038246624171733856,5e-05,,,,,,,,,,,,,,,,,
2150,0.526,0.0192,0.05110158026218414,5e-05,,,,,,,,,,,,,,,,,
2160,0.528,0.0181,0.03462933003902435,5e-05,,,,,,,,,,,,,,,,,
2170,0.531,0.0188,0.05537503585219383,5e-05,,,,,,,,,,,,,,,,,
2180,0.533,0.0178,0.0707990974187851,5e-05,,,,,,,,,,,,,,,,,
2190,0.535,0.0211,0.10482963919639587,5e-05,,,,,,,,,,,,,,,,,
2200,0.538,0.0174,0.060528576374053955,5e-05,,,,,,,,,,,,,,,,,
2210,0.54,0.0179,0.051263391971588135,5e-05,,,,,,,,,,,,,,,,,
2220,0.543,0.0174,0.05237558111548424,5e-05,,,,,,,,,,,,,,,,,
2230,0.545,0.0171,0.0392584502696991,5e-05,,,,,,,,,,,,,,,,,
2240,0.548,0.0175,0.043996699154376984,5e-05,,,,,,,,,,,,,,,,,
2250,0.55,0.0166,0.046226393431425095,5e-05,,,,,,,,,,,,,,,,,
2260,0.553,0.0174,0.0440128892660141,5e-05,,,,,,,,,,,,,,,,,
2270,0.555,0.0176,0.05015844106674194,5e-05,,,,,,,,,,,,,,,,,
2280,0.557,0.019,0.055256523191928864,5e-05,,,,,,,,,,,,,,,,,
2290,0.56,0.0169,0.06436816602945328,5e-05,,,,,,,,,,,,,,,,,
2300,0.562,0.0162,0.06258105486631393,5e-05,,,,,,,,,,,,,,,,,
2310,0.565,0.018,0.052006930112838745,5e-05,,,,,,,,,,,,,,,,,
2320,0.567,0.0181,0.06493998318910599,5e-05,,,,,,,,,,,,,,,,,
2330,0.57,0.0186,0.045085418969392776,5e-05,,,,,,,,,,,,,,,,,
2340,0.572,0.0168,0.04507078602910042,5e-05,,,,,,,,,,,,,,,,,
2350,0.575,0.0184,0.056721922010183334,5e-05,,,,,,,,,,,,,,,,,
2360,0.577,0.0172,0.06412340700626373,5e-05,,,,,,,,,,,,,,,,,
2370,0.579,0.0175,0.06349099427461624,5e-05,,,,,,,,,,,,,,,,,
2380,0.582,0.0183,0.064991295337677,5e-05,,,,,,,,,,,,,,,,,
2390,0.584,0.0172,0.06632369011640549,5e-05,,,,,,,,,,,,,,,,,
2400,0.587,0.0161,0.07981350272893906,5e-05,,,,,,,,,,,,,,,,,
2410,0.589,0.0197,0.04547159746289253,5e-05,,,,,,,,,,,,,,,,,
2420,0.592,0.0169,0.04601664841175079,5e-05,,,,,,,,,,,,,,,,,
2430,0.594,0.0175,0.051680274307727814,5e-05,,,,,,,,,,,,,,,,,
2440,0.597,0.0184,0.051780447363853455,5e-05,,,,,,,,,,,,,,,,,
2450,0.599,0.0172,0.05846112221479416,5e-05,,,,,,,,,,,,,,,,,
2460,0.601,0.0165,0.04867825284600258,5e-05,,,,,,,,,,,,,,,,,
2470,0.604,0.0168,0.03640274330973625,5e-05,,,,,,,,,,,,,,,,,
2480,0.606,0.0156,0.037046343088150024,5e-05,,,,,,,,,,,,,,,,,
2490,0.609,0.0157,0.051856283098459244,5e-05,,,,,,,,,,,,,,,,,
2500,0.611,0.0172,0.0578555166721344,5e-05,,,,,,,,,,,,,,,,,
2510,0.614,0.017,0.04480966180562973,5e-05,,,,,,,,,,,,,,,,,
2520,0.616,0.0161,0.05789531022310257,5e-05,,,,,,,,,,,,,,,,,
2530,0.619,0.0163,0.04083770513534546,5e-05,,,,,,,,,,,,,,,,,
2540,0.621,0.0164,0.047197189182043076,5e-05,,,,,,,,,,,,,,,,,
2550,0.623,0.019,0.06533553451299667,5e-05,,,,,,,,,,,,,,,,,
2560,0.626,0.017,0.051992032676935196,5e-05,,,,,,,,,,,,,,,,,
2570,0.628,0.0164,0.050020065158605576,5e-05,,,,,,,,,,,,,,,,,
2580,0.631,0.0182,0.044534411281347275,5e-05,,,,,,,,,,,,,,,,,
2590,0.633,0.0162,0.05967371165752411,5e-05,,,,,,,,,,,,,,,,,
2600,0.636,0.0167,0.06040659919381142,5e-05,,,,,,,,,,,,,,,,,
2610,0.638,0.0174,0.045609019696712494,5e-05,,,,,,,,,,,,,,,,,
2620,0.641,0.0182,0.05259406566619873,5e-05,,,,,,,,,,,,,,,,,
2630,0.643,0.0173,0.045480865985155106,5e-05,,,,,,,,,,,,,,,,,
2640,0.645,0.017,0.039153072983026505,5e-05,,,,,,,,,,,,,,,,,
2650,0.648,0.0175,0.055712003260850906,5e-05,,,,,,,,,,,,,,,,,
2660,0.65,0.0171,0.04912583902478218,5e-05,,,,,,,,,,,,,,,,,
2670,0.653,0.0176,0.050439056009054184,5e-05,,,,,,,,,,,,,,,,,
2680,0.655,0.0158,0.04716668650507927,5e-05,,,,,,,,,,,,,,,,,
2690,0.658,0.0168,0.0695410668849945,5e-05,,,,,,,,,,,,,,,,,
2700,0.66,0.0166,0.05708620697259903,5e-05,,,,,,,,,,,,,,,,,
2710,0.663,0.016,0.06253146380186081,5e-05,,,,,,,,,,,,,,,,,
2720,0.665,0.0153,0.028247160837054253,5e-05,,,,,,,,,,,,,,,,,
2730,0.667,0.0145,0.056822504848241806,5e-05,,,,,,,,,,,,,,,,,
2740,0.67,0.0157,0.05431404337286949,5e-05,,,,,,,,,,,,,,,,,
2750,0.672,0.0166,0.044535715132951736,5e-05,,,,,,,,,,,,,,,,,
2760,0.675,0.0174,0.05072857812047005,5e-05,,,,,,,,,,,,,,,,,
2770,0.677,0.0164,0.04363338276743889,5e-05,,,,,,,,,,,,,,,,,
2780,0.68,0.0164,0.03992900252342224,5e-05,,,,,,,,,,,,,,,,,
2790,0.682,0.0172,0.031873349100351334,5e-05,,,,,,,,,,,,,,,,,
2800,0.685,0.0172,0.07456079870462418,5e-05,,,,,,,,,,,,,,,,,
2810,0.687,0.0172,0.05127975344657898,5e-05,,,,,,,,,,,,,,,,,
2820,0.689,0.0158,0.05671784281730652,5e-05,,,,,,,,,,,,,,,,,
2830,0.692,0.0155,0.03811460733413696,5e-05,,,,,,,,,,,,,,,,,
2840,0.694,0.0165,0.03619145601987839,5e-05,,,,,,,,,,,,,,,,,
2850,0.697,0.016,0.04832656681537628,5e-05,,,,,,,,,,,,,,,,,
2860,0.699,0.0161,0.05025646835565567,5e-05,,,,,,,,,,,,,,,,,
2870,0.702,0.0166,0.049851756542921066,5e-05,,,,,,,,,,,,,,,,,
2880,0.704,0.0176,0.04022730886936188,5e-05,,,,,,,,,,,,,,,,,
2890,0.707,0.0164,0.051190268248319626,5e-05,,,,,,,,,,,,,,,,,
2900,0.709,0.0161,0.03498344123363495,5e-05,,,,,,,,,,,,,,,,,
