model,step,epoch,eval_pearson,eval_spearmanr,eval_loss,train_loss,eval_runtime,train_runtime
roberta-base-num=20,10660.0,12.999390615478367,0.6917521301424845,0.6992191492911365,1.1986773014068604,,1.5612,
roberta-base-num=20,11480.0,13.999390615478367,0.6853062885756978,0.7018147842151398,1.2358362674713135,,1.5507,
roberta-base-num=20,12300.0,14.999390615478367,0.7009608243912643,0.7112885592456507,1.160454511642456,,1.5763,
roberta-base-num=20,13120.0,15.999390615478367,0.7003084220431987,0.7054830760621138,1.1536482572555542,,1.5469,
roberta-base-num=20,13940.0,16.999390615478365,0.7062862084211131,0.7160576743974563,1.1171430349349976,,1.5437,
roberta-base-num=20,14760.0,17.999390615478365,0.7280490971931661,0.7342463853228662,1.1316418647766113,,1.5471,
roberta-base-num=20,15580.0,18.999390615478365,0.6874845268635281,0.7038053807993894,1.313089370727539,,1.5439,
roberta-base-num=20,16400.0,19.999390615478365,0.6987462577274184,0.7140181466544091,1.1330745220184326,,1.5551,
roberta-base-num=20,17220.0,20.999390615478365,0.7006232119890259,0.7146163063693235,1.2137759923934937,,1.5596,
roberta-base-num=20,18040.0,21.999390615478365,0.6944338554436842,0.7123419449963984,1.2113100290298462,,1.557,
roberta-base-num=20,18860.0,22.999390615478365,0.7286345315321099,0.7371201562199446,1.0712705850601196,,1.5558,
roberta-base-num=20,19680.0,23.999390615478365,0.6992314532396748,0.7204944076372559,1.1870033740997314,,1.5539,
roberta-base-num=20,20500.0,24.999390615478365,0.7311612703677548,0.746627956070669,1.0831161737442017,,1.5581,
roberta-base-num=20,21320.0,25.999390615478365,0.7172917783117121,0.7344849564393153,1.1038036346435547,,1.5594,
roberta-base-num=20,22140.0,26.999390615478365,0.7112598777529335,0.7282227454888754,1.164591908454895,,1.5587,
roberta-base-num=20,22960.0,27.999390615478365,0.6948036664456247,0.7108683091630427,1.2142181396484375,,1.5588,
roberta-base-num=20,23780.0,28.999390615478365,0.7120015394415218,0.7280800832105222,1.1666814088821411,,1.5567,
roberta-base-num=20,24600.0,29.999390615478365,0.7288083181792027,0.7454005104814027,1.0964279174804688,,1.5542,
roberta-base-num=20,25420.0,30.999390615478365,0.7260399302217244,0.7419826300296588,1.1976745128631592,,1.5555,
roberta-base-num=20,26240.0,31.999390615478365,0.6878714940469008,0.7081312754888373,1.2783764600753784,,1.5568,
roberta-base-num=20,27060.0,32.99939061547837,0.7169307108114071,0.7300500472424477,1.154372215270996,,1.5575,
roberta-base-num=20,27880.0,33.99939061547837,0.7379954462539666,0.7458124207877419,1.0996663570404053,,1.5582,
roberta-base-num=20,28700.0,34.99939061547837,0.7344616115978119,0.7462400391829417,1.075761079788208,,1.5584,
roberta-base-num=20,29520.0,35.99939061547837,0.7062912895153028,0.7221113495013952,1.190140724182129,,1.5574,
roberta-base-num=20,30340.0,36.99939061547837,0.7174436217442718,0.7338889579355781,1.1322509050369263,,1.5597,
roberta-base-num=20,31160.0,37.99939061547837,0.7091452063728961,0.7279017264551381,1.176619529724121,,1.5482,
roberta-base-num=20,31980.0,38.99939061547837,0.7340294052061451,0.7474243268752133,1.0879241228103638,,1.6017,
roberta-base-num=20,32800.0,39.99939061547837,0.7328291629982975,0.7477688519534533,1.0892852544784546,0.22545829063508568,1.564,3876.5745
roberta-base-num=30,1227.0,0.9993891264508247,0.6209643066974064,0.6308939237954797,1.3611586093902588,,2.3476,
roberta-base-num=30,2454.0,1.9993891264508248,0.6233620061790075,0.6341138458495233,1.2988240718841553,,2.3213,
roberta-base-num=30,3681.0,2.999389126450825,0.6826517017233213,0.6860400444898141,1.1190812587738037,,2.4198,
roberta-base-num=30,4908.0,3.999389126450825,0.6472631358885466,0.6592093510104856,1.2999449968338013,,2.3145,
roberta-base-num=30,6135.0,4.999389126450825,0.6773964241169437,0.6821005001070539,1.143189549446106,,2.3903,
roberta-base-num=30,7362.0,5.999389126450825,0.6891315400394675,0.6905338714981881,1.105728030204773,,2.3371,
roberta-base-num=30,8589.0,6.999389126450825,0.6974258370120157,0.7085009359228183,1.196001648902893,,2.3328,
roberta-base-num=30,9816.0,7.999389126450825,0.6939820097298965,0.7051737030162981,1.0847197771072388,,2.3371,
roberta-base-num=30,11043.0,8.999389126450824,0.6853443130468513,0.7030018946566141,1.140483021736145,,2.3214,
roberta-base-num=30,12270.0,9.999389126450824,0.7268390926027641,0.7376296704433891,1.049790382385254,,2.3158,
roberta-base-num=30,13497.0,10.999389126450824,0.7274117081123652,0.7344888697684777,1.108707308769226,,2.3377,
roberta-base-num=30,14724.0,11.999389126450824,0.7161127973819306,0.7242205168828718,1.1698687076568604,,2.3412,
roberta-base-num=30,15951.0,12.999389126450824,0.7384282456380736,0.7523266926206658,0.9657832384109497,,2.3192,
roberta-base-num=30,17178.0,13.999389126450824,0.7329134335089325,0.7393487287466113,1.066803216934204,,2.3142,
roberta-base-num=30,18405.0,14.999389126450824,0.7075009667555472,0.7220660788173351,1.1177719831466675,,2.3396,
roberta-base-num=30,19632.0,15.999389126450824,0.7270226207853854,0.7419236978450984,1.090216040611267,,2.3129,
roberta-base-num=30,20859.0,16.999389126450826,0.7193321043671785,0.7314117968048236,1.083235502243042,,2.3246,
roberta-base-num=30,22086.0,17.999389126450826,0.7276037886377689,0.7411463962916175,1.0388976335525513,,2.3245,
roberta-base-num=30,23313.0,18.999389126450826,0.7534093802404465,0.764492584135522,0.9702886939048767,,2.3306,
roberta-base-num=30,24540.0,19.999389126450826,0.7234335663800473,0.7426160235334268,1.054166555404663,,2.3237,
roberta-base-num=30,25767.0,20.999389126450826,0.750970304902124,0.7652527560263332,0.9442387819290161,,2.332,
roberta-base-num=30,26994.0,21.999389126450826,0.7062754452471449,0.7182651299579993,1.176781415939331,,2.3469,
roberta-base-num=30,28221.0,22.999389126450826,0.7118001686651411,0.7301336389606775,1.1355293989181519,,2.3167,
roberta-base-num=30,29448.0,23.999389126450826,0.7507492308692005,0.7636619681695627,0.9888937473297119,,2.3323,
roberta-base-num=30,30675.0,24.999389126450826,0.740045980096055,0.7505900515419986,1.012190580368042,,2.4091,
roberta-base-num=30,31902.0,25.999389126450826,0.7422590091752084,0.7563106424482002,1.0261846780776978,,2.3165,
roberta-base-num=30,33129.0,26.999389126450826,0.7009003524533446,0.7265170109881015,1.1640996932983398,,2.3169,
roberta-base-num=30,34356.0,27.999389126450826,0.7153118684996371,0.7308859290550694,1.1100667715072632,,2.3185,
roberta-base-num=30,35583.0,28.999389126450826,0.7519128270634321,0.7669267393137799,1.0159684419631958,,2.323,
roberta-base-num=30,36810.0,29.999389126450826,0.7167251560132283,0.723607238060003,1.1176190376281738,,2.3238,
roberta-base-num=30,38037.0,30.999389126450826,0.736237799855379,0.7468509735974349,1.0074620246887207,,2.3228,
roberta-base-num=30,39264.0,31.999389126450826,0.7436866949223973,0.75549083083068,1.0114566087722778,,2.3309,
roberta-base-num=30,40491.0,32.99938912645082,0.7368823891466549,0.7453838937884828,1.058101773262024,,2.3296,
roberta-base-num=30,41718.0,33.99938912645082,0.7391598745524247,0.7488951344935935,1.033028483390808,,2.318,
roberta-base-num=30,42945.0,34.99938912645082,0.7275537951442625,0.7332512727861683,1.0821326971054077,,2.32,
roberta-base-num=30,44172.0,35.99938912645082,0.7352991213867925,0.7443397982779981,1.0643229484558105,,2.3337,
roberta-base-num=30,45399.0,36.99938912645082,0.7540454062919186,0.7628629836762996,0.9971117377281189,,2.3297,
roberta-base-num=30,46626.0,37.99938912645082,0.7413546252057843,0.7445967352259796,1.0270030498504639,,2.3291,
roberta-base-num=30,47853.0,38.99938912645082,0.7324532370641416,0.7465139501961601,1.0737078189849854,,2.3225,
roberta-base-num=30,49080.0,39.99938912645082,0.755406637920252,0.7668550843714481,0.9767434597015381,0.14093107318334105,2.3456,5968.8574
roberta-base-num=40,1634.0,1.0,0.6565378517833071,0.6628682385648145,1.163992166519165,,3.09,
roberta-base-num=40,3268.0,2.0,0.6517560114028189,0.6494119231360714,1.4084978103637695,,3.0627,
roberta-base-num=40,4902.0,3.0,0.6418502741930248,0.6435092057599554,1.249348759651184,,3.0661,
roberta-base-num=40,6536.0,4.0,0.6452702634650782,0.6489960363327174,1.2097200155258179,,3.0603,
roberta-base-num=40,8170.0,5.0,0.6350962534307281,0.6492166662795859,1.3147846460342407,,3.0609,
roberta-base-num=40,9804.0,6.0,0.648939076653533,0.6725242454919975,1.2453933954238892,,3.0614,
roberta-base-num=40,11438.0,7.0,0.6848646115395292,0.6922440190893667,1.2065098285675049,,3.0548,
roberta-base-num=40,13072.0,8.0,0.7011839987457527,0.713445851801078,1.0449950695037842,,3.0667,
roberta-base-num=40,14706.0,9.0,0.7193895016704541,0.7269300782801776,1.0675188302993774,,3.2108,
roberta-base-num=40,16340.0,10.0,0.7338147876414524,0.746025879864946,0.9779372811317444,,3.2038,
roberta-base-num=40,17974.0,11.0,0.7334426746498403,0.7429891341382319,0.9538638591766357,,3.0666,
roberta-base-num=40,19608.0,12.0,0.7357207596749978,0.7497293063057738,0.9626630544662476,,3.0739,
roberta-base-num=40,21242.0,13.0,0.7152571773418879,0.7280428424855859,1.0523995161056519,,3.0808,
roberta-base-num=40,22876.0,14.0,0.7240085101178124,0.741317039256259,1.0049341917037964,,3.083,
roberta-base-num=40,24510.0,15.0,0.7275655986750038,0.7390270157185134,1.026942491531372,,3.0538,
roberta-base-num=40,26144.0,16.0,0.7068015506012673,0.7198772113343167,1.112463116645813,,3.0835,
roberta-base-num=40,27778.0,17.0,0.7096055052280756,0.7235408126225086,1.0543584823608398,,3.0611,
roberta-base-num=40,29412.0,18.0,0.7227388914186335,0.7387452966894995,1.0295289754867554,,3.0609,
roberta-base-num=40,31046.0,19.0,0.7442414589696558,0.7517153054445451,0.9735774397850037,,3.0625,
roberta-base-num=40,32680.0,20.0,0.7184186118944813,0.7313062224727741,1.0324143171310425,,3.0648,
roberta-base-num=40,34314.0,21.0,0.7385948410419374,0.7545127745481854,0.9504992365837097,,3.0642,
roberta-base-num=40,35948.0,22.0,0.7343766523762569,0.7429411826591158,1.0003037452697754,,3.0717,
roberta-base-num=40,37582.0,23.0,0.7309838040028402,0.7373555505507617,1.0182076692581177,,3.06,
roberta-base-num=40,39216.0,24.0,0.7566981297389992,0.7695779213284716,0.91075599193573,,3.1143,
roberta-base-num=40,40850.0,25.0,0.7586382733965447,0.7703055567275765,0.9254788756370544,,3.0596,
roberta-base-num=40,42484.0,26.0,0.7331574921905666,0.7439213335896464,0.9790871143341064,,3.0678,
roberta-base-num=40,44118.0,27.0,0.7347201474577157,0.7442416807751354,0.9910568594932556,,3.1723,
roberta-base-num=40,45752.0,28.0,0.7374414706145676,0.755242751223286,0.9745742678642273,,3.0524,
roberta-base-num=40,47386.0,29.0,0.7336917262244276,0.7388958691064406,1.0179427862167358,,3.1343,
roberta-base-num=40,49020.0,30.0,0.7416939978270589,0.7485515669695298,1.0194798707962036,,3.073,
roberta-base-num=40,50654.0,31.0,0.7428864641792836,0.7613846605267331,0.9789701104164124,,3.1037,
roberta-base-num=40,52288.0,32.0,0.7535941476495824,0.7616393627396125,0.975914716720581,,3.0821,
roberta-base-num=40,53922.0,33.0,0.7504859832787856,0.7610762740524526,0.9453330039978027,,3.0541,
roberta-base-num=40,55556.0,34.0,0.7482201646467013,0.7546379956989107,0.9265050292015076,,3.0713,
roberta-base-num=40,57190.0,35.0,0.7508137860894026,0.7549174250223427,0.9409059286117554,,3.0931,
roberta-base-num=40,58824.0,36.0,0.76470627038622,0.7696690063371363,0.8866904377937317,,3.0725,
roberta-base-num=40,60458.0,37.0,0.7521702030744973,0.7626396720418377,0.9443942308425903,,3.0855,
roberta-base-num=40,62092.0,38.0,0.7596989067012008,0.7639298124060772,0.9091135263442993,,3.0577,
roberta-base-num=40,63726.0,39.0,0.7556778474906867,0.7693920763020736,0.912830114364624,,3.0611,
roberta-base-num=40,65360.0,40.0,0.7550614133175053,0.7639373861828537,0.915836751461029,0.13393795326844568,3.2325,7736.86
roberta-large-num=10,412.0,1.0,0.6405432187876006,0.6485939534128269,1.6187816858291626,,1.3723,
roberta-large-num=10,824.0,2.0,0.6896462129686738,0.6958083840345355,1.200667381286621,,1.3232,
roberta-large-num=10,1236.0,3.0,0.7128351173967004,0.7214020884293832,1.1542410850524902,,1.3212,
roberta-large-num=10,1648.0,4.0,0.7148297461033264,0.7238017715038614,1.1658650636672974,,1.3263,
roberta-large-num=10,2060.0,5.0,0.699737621472716,0.6950312571534586,1.1604615449905396,,1.3723,
roberta-large-num=10,2472.0,6.0,0.697639766423612,0.6941695833624764,1.1864615678787231,,1.3748,
roberta-large-num=10,2884.0,7.0,0.7104280650791865,0.710820291855569,1.3716952800750732,,1.3757,
roberta-large-num=10,3296.0,8.0,0.7107588583868374,0.726018139224839,1.1919806003570557,,1.3745,
roberta-large-num=10,3708.0,9.0,0.7137682629329519,0.7213592301243518,1.2327605485916138,,1.3764,
roberta-large-num=10,4120.0,10.0,0.721557909088385,0.7299407765801247,1.1159892082214355,,1.3747,
roberta-large-num=10,4532.0,11.0,0.7108916426807161,0.7256520717366941,1.4336355924606323,,1.3741,
roberta-large-num=10,4944.0,12.0,0.6888660020906157,0.7016069127638785,1.328161358833313,,1.3258,
roberta-large-num=10,5356.0,13.0,0.7430379163205965,0.7492283980791451,1.107643961906433,,1.3272,
roberta-large-num=10,5768.0,14.0,0.7150366760436089,0.7324283560940298,1.4464232921600342,,1.3738,
roberta-large-num=10,6180.0,15.0,0.708408063857582,0.7206533389974963,1.2442351579666138,,1.3736,
roberta-large-num=10,6592.0,16.0,0.7126677827206327,0.7299761797427596,1.2552446126937866,,1.3759,
roberta-large-num=10,7004.0,17.0,0.7150433802950524,0.7257058318198568,1.2796592712402344,,1.3746,
roberta-large-num=10,7416.0,18.0,0.7258902100569992,0.7463349755897483,1.2890937328338623,,1.3727,
roberta-large-num=10,7828.0,19.0,0.6980707840217533,0.7171778128939827,1.3944125175476074,,1.3878,
roberta-large-num=10,8240.0,20.0,0.706665458818791,0.7230251743937949,1.4003146886825562,,1.3723,
roberta-large-num=10,8652.0,21.0,0.7007990366676714,0.7167287866084016,1.4553165435791016,,1.3772,
roberta-large-num=10,9064.0,22.0,0.7257967720350299,0.7432232499320259,1.2714589834213257,,1.3305,
roberta-large-num=10,9476.0,23.0,0.7343395211977337,0.7505899881625065,1.2415350675582886,,1.3764,
roberta-large-num=10,9888.0,24.0,0.6965216201985138,0.7162522487356839,1.5636415481567383,,1.3745,
roberta-large-num=10,10300.0,25.0,0.7206203900915338,0.7386085753500046,1.459040641784668,,1.3267,
roberta-large-num=10,10712.0,26.0,0.7147128752862963,0.7304911852777447,1.4578721523284912,,1.3804,
roberta-large-num=10,11124.0,27.0,0.7034895238778414,0.718518080996172,1.4941449165344238,,1.373,
roberta-large-num=10,11536.0,28.0,0.7075433106837827,0.7248786427134404,1.2863659858703613,,1.3734,
roberta-large-num=10,11948.0,29.0,0.7001504887782732,0.7205225273564074,1.527662754058838,,1.3745,
roberta-large-num=10,12360.0,30.0,0.7162121234097646,0.7325841838752969,1.3560738563537598,,1.3762,
roberta-large-num=10,12772.0,31.0,0.6879530964454599,0.7088576993629588,1.449833631515503,,1.3746,
roberta-large-num=10,13184.0,32.0,0.7023522262694641,0.7244424398340417,1.3546031713485718,,1.3811,
roberta-large-num=10,13596.0,33.0,0.7144289647901354,0.7365097495568652,1.3891900777816772,,1.3746,
roberta-large-num=10,14008.0,34.0,0.723038265587629,0.741173541720654,1.3607226610183716,,1.3762,
roberta-large-num=10,14420.0,35.0,0.7180695429284549,0.7349281470635536,1.4789968729019165,,1.3747,
roberta-large-num=10,14832.0,36.0,0.7399870273887004,0.7598891256577406,1.1714990139007568,,1.3748,
roberta-large-num=10,15244.0,37.0,0.7508026552166216,0.7711173789082457,1.1935211420059204,,1.3784,
roberta-large-num=10,15656.0,38.0,0.7385850278267185,0.7569183716816039,1.3063232898712158,,1.3313,
roberta-large-num=10,16068.0,39.0,0.7248655085844469,0.7428257189106142,1.4162817001342773,,1.374,
roberta-large-num=10,16480.0,40.0,0.7192778096427097,0.7376498254581773,1.3650310039520264,0.2062072234825023,1.3758,4153.4306
roberta-large-num=20,820.0,0.9993906154783668,0.6562386536173423,0.6671931306512808,1.2314329147338867,,2.6837,
roberta-large-num=20,1640.0,1.999390615478367,0.6611379033533235,0.6709211567734705,1.2151541709899902,,2.733,
roberta-large-num=20,2460.0,2.999390615478367,0.6509042839796647,0.6639058622012248,1.2308449745178223,,2.6277,
roberta-large-num=20,3280.0,3.999390615478367,0.6305261750701554,0.6372981098545617,1.4719510078430176,,2.6301,
roberta-large-num=20,4100.0,4.999390615478367,0.6680503120816852,0.6739313738664223,1.1851603984832764,,2.6277,
roberta-large-num=20,4920.0,5.999390615478367,0.6550087987851232,0.6611811284294457,1.5496892929077148,,2.6343,
roberta-large-num=20,5740.0,6.999390615478367,0.6852144136210996,0.6846593024754232,1.190447449684143,,2.6795,
roberta-large-num=20,6560.0,7.999390615478367,0.6639752297108372,0.6753032439031565,1.279138207435608,,2.6791,
roberta-large-num=20,7380.0,8.999390615478367,0.7518991464857656,0.7642096902493337,0.9779749512672424,,2.6541,
roberta-large-num=20,8200.0,9.999390615478367,0.7438835443558577,0.7466120379097981,1.0092766284942627,,2.7622,
roberta-large-num=20,9020.0,10.999390615478367,0.7591105435044239,0.7630078406579144,0.927910327911377,,2.6759,
roberta-large-num=20,9840.0,11.999390615478367,0.6970874842658143,0.7050491022425487,1.1103795766830444,,2.6904,
roberta-large-num=20,10660.0,12.999390615478367,0.7642230380698192,0.7803553066730008,0.9356803894042969,,2.6322,
roberta-large-num=20,11480.0,13.999390615478367,0.7679961219861933,0.7783688877187047,0.9299530982971191,,2.6439,
roberta-large-num=20,12300.0,14.999390615478367,0.7704499960249562,0.7791378158869697,0.9557899236679077,,2.6374,
roberta-large-num=20,13120.0,15.999390615478367,0.7691725098195281,0.7834197773509456,0.9859457015991211,,2.693,
roberta-large-num=20,13940.0,16.999390615478365,0.764122601490449,0.7767351184738347,0.9542121887207031,,2.6321,
roberta-large-num=20,14760.0,17.999390615478365,0.7432142820690766,0.762491833000798,1.025339126586914,,2.629,
roberta-large-num=20,15580.0,18.999390615478365,0.7688393981829895,0.7820024360114127,0.9446192383766174,,2.6861,
roberta-large-num=20,16400.0,19.999390615478365,0.7244874454360594,0.7439300718791888,1.1782313585281372,,2.6354,
roberta-large-num=20,17220.0,20.999390615478365,0.7801771899894177,0.7942938359907508,0.8913399577140808,,2.6846,
roberta-large-num=20,18040.0,21.999390615478365,0.769589124699656,0.7806560373632189,0.9530389308929443,,2.6823,
roberta-large-num=20,18860.0,22.999390615478365,0.7621050380533416,0.7789028826281468,1.0145970582962036,,2.6389,
roberta-large-num=20,19680.0,23.999390615478365,0.7946521198333933,0.80289328732759,0.953313946723938,,2.6358,
roberta-large-num=20,20500.0,24.999390615478365,0.762409740702042,0.7772206114762437,1.0580419301986694,,2.679,
roberta-large-num=20,21320.0,25.999390615478365,0.772235679273105,0.7912723541456304,0.9746262431144714,,2.6814,
roberta-large-num=20,22140.0,26.999390615478365,0.7857464151749622,0.7966714502477931,0.9935322403907776,,2.6305,
roberta-large-num=20,22960.0,27.999390615478365,0.7798535512495315,0.7932659908130866,0.919819712638855,,2.6878,
roberta-large-num=20,23780.0,28.999390615478365,0.7816521159386662,0.7966785020482143,0.9528667330741882,,2.6841,
roberta-large-num=20,24600.0,29.999390615478365,0.7594662569039698,0.7771412943823365,0.9637331366539001,,2.7265,
roberta-large-num=20,25420.0,30.999390615478365,0.7479409430578522,0.7596932505877456,1.0721826553344727,,2.6376,
roberta-large-num=20,26240.0,31.999390615478365,0.7688830143321433,0.7857948836132445,1.0396922826766968,,2.6293,
roberta-large-num=20,27060.0,32.99939061547837,0.8142514499919737,0.8264533864945652,0.8847517967224121,,2.631,
roberta-large-num=20,27880.0,33.99939061547837,0.8080355185170673,0.8227620654922109,0.9132531881332397,,2.6792,
roberta-large-num=20,28700.0,34.99939061547837,0.7759657264850855,0.7930109562159171,0.9398888349533081,,2.6284,
roberta-large-num=20,29520.0,35.99939061547837,0.7982793209550004,0.815630913434008,0.8787352442741394,,2.6301,
roberta-large-num=20,30340.0,36.99939061547837,0.7821073551688291,0.7958038515894275,0.9053379893302917,,2.7027,
roberta-large-num=20,31160.0,37.99939061547837,0.7631099652162783,0.7808939072483556,1.092093586921692,,2.6319,
roberta-large-num=20,31980.0,38.99939061547837,0.803399424246279,0.8178882749852872,0.9457695484161377,,2.669,
roberta-large-num=20,32800.0,39.99939061547837,0.8100559550854988,0.8215554820777464,0.839276909828186,0.24418995136167945,2.6395,7928.0712
roberta-large-num=30,1227.0,0.9993891264508247,0.6994562351833973,0.7140950707303056,1.1432374715805054,,3.925,
roberta-large-num=30,2454.0,1.9993891264508248,0.6977295240044583,0.7023813875899796,1.075852632522583,,4.0057,
roberta-large-num=30,3681.0,2.999389126450825,0.7617103370517073,0.7691011324728403,0.8535292744636536,,3.9955,
roberta-large-num=30,4908.0,3.999389126450825,0.7557901036542982,0.7604530422149359,1.0946924686431885,,3.9349,
roberta-large-num=30,6135.0,4.999389126450825,0.7772233420833992,0.787583860187723,0.8099374771118164,,3.9444,
roberta-large-num=30,7362.0,5.999389126450825,0.8053143965488407,0.8219594280011315,0.763844907283783,,3.9352,
roberta-large-num=30,8589.0,6.999389126450825,0.8161545581064296,0.8291905619889444,0.775147557258606,,3.9684,
roberta-large-num=30,9816.0,7.999389126450825,0.811163126625646,0.8281442870102962,0.7476294636726379,,3.925,
roberta-large-num=30,11043.0,8.999389126450824,0.8173171360980316,0.8278708271139874,0.7313882112503052,,3.9276,
roberta-large-num=30,12270.0,9.999389126450824,0.7828984503464659,0.8000342302770725,0.8817538619041443,,4.0428,
roberta-large-num=30,13497.0,10.999389126450824,0.8223293514744461,0.8352831849911069,0.7520257830619812,,3.9332,
roberta-large-num=30,14724.0,11.999389126450824,0.8002350894313803,0.8102814767420257,0.9057295918464661,,3.9319,
roberta-large-num=30,15951.0,12.999389126450824,0.812160334185297,0.8227823379592424,0.7675938010215759,,4.0269,
